enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
2007/04/08,1640.08,300,2.75,1,0,44,2,0
2007/04/14,1381.12,275,2.75,5,8,36,1,0
2007/05/14,1199.12,75,5.5,1,1,36,2,0
2007/05/16,1640.08,200,5.5,5,0,47,1,0
2007/05/17,258.96,258.96,6,1,0,40,1,0
2007/02/07,599,100,2.75,3,7,36,2,0
2007/02/20,859,50,20,1,1,23,1,0
2007/02/28,429,429,10,1,0,22,2,0
2007/03/29,199,199,9,1,7,41,1,0
2007/04/15,899,899,6,5,0,38,2,0
2007/05/09,1197,51,9,1,3,0,2,0
2007/05/21,592,50,5.5,4,3,34,2,0
2007/05/22,1148,175,5.5,4,0,0,1,0
2007/02/26,1226.16,50,11,1,1,20,2,0
2007/03/18,1018.16,25,17,1,0,29,1,0
2007/03/15,1226.16,50,11,1,1,48,1,0
2007/03/24,1174.16,1174.16,6,1,0,42,1,0
2007/03/31,980.72,50,11,1,0,36,1,0
2007/04/03,1122.16,100,6,5,0,31,1,0
2007/04/09,1122.16,100,2.75,3,0,33,1,0
2007/04/29,1122.16,250,6,5,0,30,2,0
2007/05/08,1122.16,150,5.5,1,0,22,2,0
2007/05/11,508.56,50,5.5,4,0,40,2,0
2007/06/04,1163.76,60,5.5,1,4,39,1,0
2007/06/21,1122.16,100,6,1,4,39,2,0
2007/06/26,249.6,20.8,0,4,0,30,2,0
2007/07/07,1225.12,102,4,3,0,34,1,0
2007/07/07,862.16,19,4,5,4,38,1,0
2007/07/15,966.16,150,6,5,1,26,1,0
2007/07/20,862.16,20,4,3,0,33,2,0
2007/01/04,859,100,5.5,5,1,37,2,0
2007/01/04,499,499,13,1,0,25,2,0
2007/01/10,599,150,5.5,4,0,36,1,0
2007/01/10,979,100,5.5,4,0,29,2,0
2007/01/19,599,599,13,1,4,28,2,0
2007/01/27,979,100,5.5,4,4,31,1,0
2007/01/18,645.43,300,5.5,4,0,31,2,0
2007/02/11,1323.17,1323.17,6,1,0,39,2,0
2007/02/17,645.43,5,5.5,1,0,50,2,0
2007/04/14,1806.97,125,2.75,1,0,23,2,0
2007/04/22,215.5,215.5,8,1,0,28,2,0
2007/01/06,1663.16,150,5.5,3,1,41,2,0
2007/01/17,1397.36,1397.36,6,1,0,35,2,0
2007/01/17,1023.73,150,5.5,4,6,34,2,0
2007/01/21,1151.83,200,6,1,0,22,1,0
2007/01/21,1397.36,100,6,5,1,36,2,0
2007/01/24,1663.16,30,5.5,4,0,26,1,0
2007/02/16,1417.64,600,1.46,4,3,36,1,0
2007/02/18,1683.44,150,2.75,5,1,49,2,0
2007/02/22,1186.77,125,5.5,4,1,0,2,0
2007/03/31,212.43,212.43,12.1,1,6,46,1,0
2007/04/01,2090.16,200,6,4,0,31,1,0
2007/01/04,979,37,17,1,6,21,1,0
2007/02/02,149,149,13.31,1,3,31,2,0
2007/02/10,1428,150,6,1,0,29,1,0
2007/03/29,783,50,6,4,0,22,2,0
2007/03/26,648.42,5,5.5,4,2,64,1,0
2007/05/05,1168.02,100,5.5,5,0,26,1,0
2007/06/15,529.34,50,5.5,4,2,47,2,0
2007/08/04,215.42,215.42,9,1,6,31,2,0
2007/07/17,767.49,19,4,4,2,27,1,0
2007/07/29,789.14,100,14,1,6,41,2,0
2007/08/11,486.04,50,4,1,4,29,2,0
2007/11/03,486.04,19,4,5,0,30,1,0
2007/11/05,1275.19,150,2,5,0,35,2,0
2007/11/20,1437.56,100,4,5,6,27,1,0
2007/01/19,859,300,8.5,4,0,25,2,0
2007/01/30,979,50,8.5,5,0,21,2,0
2007/03/02,489,489,8,1,1,44,2,0
2007/03/12,929,464.5,8.25,5,0,63,1,0
2007/03/18,1677,300,10,5,1,25,2,0
2007/03/23,1079,150,10,4,0,55,2,0
2007/03/27,199,199,10,1,6,42,1,0
2007/05/15,1179,5,10,1,0,31,2,0
2007/05/17,1128,175,8.5,3,1,24,1,0
2007/05/30,879,150,8.5,5,3,31,1,0
2007/02/14,1246.79,150,2.75,1,0,21,2,0
2007/02/24,1298.61,1298.61,7,1,7,41,2,0
2007/02/23,1246.79,150,5.5,5,0,34,2,0
2007/05/03,1780.84,1780.84,8.5,1,5,26,1,0
2007/05/26,1141.04,150,5.5,5,1,45,1,0
2007/06/26,517.12,150,12,1,0,3,2,0
2007/07/08,1245.74,100,4,5,0,35,1,0
2007/09/11,633.44,50,4,5,8,24,2,0
2007/04/04,587.43,587.43,10.5,1,1,29,1,0
2007/05/12,587.43,50,5.5,4,0,27,2,0
2007/06/24,1281.86,10,2.75,5,0,4,2,0
2007/06/25,1047.53,5,12,4,0,24,1,0
2007/07/12,780.03,100,4,4,1,33,1,0
2007/07/22,887.03,100,9,5,0,21,2,0
2007/09/02,833.53,50,6,4,3,29,1,0
2007/09/30,940.53,940.53,6,1,6,54,1,0
2007/10/10,640.93,50,5.5,4,5,23,1,0
2008/01/07,994.03,50,5.5,4,4,39,2,0
2008/01/21,640.93,50,5.5,1,0,24,2,0
2007/01/06,1248,275,5.5,4,1,24,2,0
2007/01/15,1357,200,5.5,4,3,46,1,0
2007/01/15,686.99,150,5.5,4,1,39,2,0
2007/01/21,599,5,5.5,4,5,21,2,0
2007/01/23,1497,1497,6,1,1,25,1,0
2007/01/27,545,19,2,5,6,34,1,0
2007/01/28,149,149,10,5,0,34,1,0
2007/02/07,429,429,15,1,4,26,1,0
2007/02/17,899,250,1.37,4,5,26,2,0
2007/02/20,899,50,2.75,4,0,37,2,0
2007/02/26,773,386.5,9,4,1,24,1,0
2007/02/27,899,449.5,6,1,0,26,1,0
2007/02/28,1646,225,11,1,1,44,2,0
2007/03/01,1108,50,5.5,5,4,30,1,0
2007/03/05,1148,250,12,5,0,21,1,0
2007/02/10,469.73,469.73,9,1,6,4,1,0
2007/02/11,919.13,50,2.95,1,3,32,2,0
2007/02/17,1047.53,120,2.95,4,4,35,1,0
2007/02/26,1047.53,250,1.46,5,1,26,1,0
2007/03/12,459.03,459.03,10,1,0,4,1,0
2007/03/15,1580.39,100,5.89,4,3,51,1,0
2007/03/29,837.81,30,5.89,3,0,21,2,0
2007/04/04,1580.39,1580.39,6,1,0,60,2,0
2007/04/30,159.43,159.43,6,1,0,22,2,0
2007/05/19,587.43,587.43,10.5,1,0,24,1,0
2007/05/26,319.93,319.93,10.5,1,0,3,1,0
2007/07/22,523.23,523.23,9,1,0,28,2,0
2007/07/23,480.43,19,4.28,1,3,27,1,0
2007/08/08,480.43,20,4.28,1,3,26,2,0
2007/08/18,480.43,38,4.28,3,0,30,1,0
2007/08/23,780.03,150,9,5,1,25,2,0
2007/03/31,398.31,398.31,8,1,0,17,2,0
2007/06/09,733.79,733.79,6,1,0,33,1,0
2007/08/05,712.49,712.49,4,1,7,24,1,0
2007/08/16,712.49,100,9,5,1,28,2,0
2007/09/12,998.97,120,9,5,7,22,2,0
2007/09/27,632.61,100,18,3,0,23,2,0
2007/10/07,712.49,39,26,1,0,23,1,0
2007/01/19,699,5,5.5,1,5,37,1,0
2007/02/04,979,25,5.5,4,1,24,2,0
2007/02/07,859,50,2.75,4,0,22,2,0
2007/02/12,859,50,2.75,4,0,29,1,0
2007/02/16,1477,863,8,5,4,44,1,0
2007/02/27,979,5,17,1,0,25,2,0
2007/03/05,979,50,5.5,3,7,26,1,0
2007/03/25,1058,150,4.12,5,6,27,2,0
2007/03/29,783,50,5.5,1,0,29,2,0
2007/04/01,1079,100,2.75,4,3,35,2,0
2007/04/04,649,50,2.75,4,0,50,1,0
2007/04/05,1104,75,2.75,4,0,23,2,0
2007/04/15,1328,100,2.75,1,5,33,1,0
2007/04/29,1129,50,6,4,4,22,2,0
2007/02/22,599,75,2.75,4,4,25,2,0
2007/03/22,599,25,5.5,4,0,27,2,0
2007/04/13,1129,50,6,5,3,26,1,0
2007/04/25,1079,200,2.75,5,7,45,1,0
2007/05/11,879,250,5.5,5,3,32,2,0
2007/06/08,1128,175,5.5,3,0,29,2,0
2007/06/18,299,25,5.5,1,1,51,2,0
2007/07/08,729,150,4,1,0,38,2,0
2007/08/18,449,19,4,1,1,25,2,0
2007/09/13,1191.99,1191.99,6,1,3,29,1,0
2007/09/13,1191.99,1191.99,6,1,0,3,2,0
2007/09/17,879,150,5.5,5,0,21,1,0
2007/09/23,879,879,6,1,4,34,1,0
2007/01/08,1296.99,1296.99,6,1,1,36,1,0
2007/01/14,429,214.5,10,4,0,28,2,0
2007/01/15,1606,100,5.5,3,0,61,1,0
2007/01/15,599,50,19,1,0,37,1,0
2007/01/16,773,773,10,1,0,62,1,0
2007/01/29,545,19,0,4,0,29,2,0
2007/02/17,859,33,5.5,4,6,23,1,0
2007/02/19,859,50,2.75,5,4,36,2,0
2007/02/20,599,26,24,1,0,37,1,0
2007/02/25,1148,1148,7,1,0,29,2,0
2007/02/27,599,599,13,1,6,45,2,0
2007/03/07,599,599,15,1,0,44,1,0
2007/03/10,922,200,2.75,5,6,0,2,0
2007/03/17,429,429,15,1,1,25,2,0
2007/03/17,1008,125,4.12,5,8,35,1,0
2007/03/27,759,100,8.5,4,0,27,1,0
2007/03/27,759,379.5,8.5,4,5,30,2,0
2007/06/03,859,40,5.5,1,4,29,1,0
2007/06/06,599,25,2.75,1,5,23,1,0
2007/08/26,449,19,4,3,1,37,2,0
2007/10/21,1168,80,12,4,4,32,2,0
2007/11/03,449,19,21,4,1,21,1,0
2007/11/29,949,50,18.7,1,0,29,2,0
2007/12/17,899,150,4,5,2,34,2,0
2007/02/23,1428,714,8,1,0,47,2,0
2007/05/13,1129,50,5.5,5,0,27,2,0
2007/05/22,149,149,14.52,1,8,34,2,0
2007/05/23,1079,300,5.5,5,1,25,2,0
2007/05/27,1079,200,5.5,5,4,25,2,0
2007/05/30,649,649,10.5,1,0,32,2,0
2007/05/30,979,5,5.5,5,6,30,2,0
2007/06/11,1079,100,5.5,1,6,24,2,0
2007/06/18,929,50,5.5,5,1,24,2,0
2007/06/29,1858,100,5.5,3,5,24,2,0
2007/07/10,929,100,4,3,1,44,2,0
2007/03/04,929,100,4.12,1,6,30,2,0
2007/03/13,1129,150,11,1,3,22,1,0
2007/03/19,929,100,4.12,1,1,34,1,0
2007/03/24,809,150,2.75,1,5,21,1,0
2007/03/24,149,149,5.2,1,6,25,1,0
2007/04/11,1328,350,2.75,5,0,26,1,0
2007/04/21,1128,200,2.75,5,0,23,1,0
2007/04/29,1079,150,6,4,0,33,2,0
2007/05/22,979,25,5.5,3,1,32,2,0
2007/01/11,999,39,5.5,1,0,32,1,0
2007/01/13,1248,150,5.5,4,3,21,1,0
2007/01/15,599,5,5.5,1,1,42,1,0
2007/01/16,539,539,12,1,1,49,2,0
2007/01/17,1148,30,5.5,5,1,33,1,0
2007/01/20,1148,1148,6,1,3,21,1,0
2007/01/22,1746,80,5.5,1,0,47,2,0
2007/01/28,499,499,10,1,0,26,1,0
2007/02/04,859,5,5.5,1,3,36,2,0
2007/02/08,539,539,13,1,2,41,2,0
2007/01/22,1018.16,1018.16,6,1,3,62,1,0
2007/01/23,154.96,154.96,11,1,0,37,2,0
2007/02/03,154.96,154.96,10,1,2,33,2,0
2007/01/28,1018.16,150,5.5,1,2,38,1,0
2007/01/31,1485.12,75,5.5,1,6,35,1,0
2007/02/22,1795.04,500,1.42,5,0,3,2,0
2007/03/04,508.56,508.56,8,1,0,26,1,0
2007/03/19,1174.16,150,2.75,4,0,29,2,0
2007/03/24,154.96,154.96,10,1,0,27,1,0
2007/01/21,859,33,5.5,1,3,25,1,0
2007/01/24,1179,30,5.5,5,1,27,1,0
2007/02/10,859,150,2.75,4,6,25,2,0
2007/03/27,1129,150,2.75,4,6,33,1,0
2007/04/07,1128,150,2.75,5,4,28,1,0
2007/03/26,1313.96,50,11,1,0,39,1,0
2007/05/02,1313.96,70,5.5,1,0,33,2,0
2007/06/05,319.93,319.93,10.5,1,0,38,2,0
2007/06/17,1261.53,300,6,4,6,26,1,0
2007/06/20,1047.53,150,6,4,4,24,2,0
2007/07/02,523.23,523.23,8,1,0,33,2,0
2007/07/17,758.63,150,4,4,7,31,1,0
2007/07/24,1046.46,1046.46,6,1,3,59,1,0
2007/07/27,480.43,480.43,4,1,7,45,1,0
2007/08/04,1153.46,300,4,4,5,21,2,0
2007/07/31,449,19,4,4,3,43,1,0
2007/08/27,1003,75,12,4,0,41,1,0
2007/09/18,599,1,4,4,5,34,2,0
2007/10/14,599,5,5.5,4,5,26,1,0
2008/05/06,489,489,8,1,0,65,1,0
2007/10/28,879,200,9,4,0,41,2,0
2007/12/03,880.99,440.5,6,1,0,31,1,0
2007/12/16,195,15,0,5,6,37,1,0
2008/01/06,904,75,12,5,4,33,1,0
2008/01/13,879,100,5.5,3,0,30,1,0
2008/01/14,1328,500,5.5,4,0,27,1,0
2008/01/17,599,26,26,1,0,20,2,0
2008/04/30,1597,150,9,4,0,55,1,0
2008/05/16,899,100,6,1,3,21,1,0
2008/05/19,1348,1348,9,1,0,0,1,0
2008/05/26,1248,26,6,5,0,20,1,0
2007/02/25,159.43,159.43,9,1,1,37,2,0
2007/02/25,1047.53,150,2.75,1,0,38,1,0
2007/03/02,640.93,25,5.89,4,1,42,1,0
2007/03/26,1313.96,100,4.41,4,0,31,1,0
2007/04/01,1739.82,500,2.75,4,0,3,1,0
2007/06/30,1206.96,306.96,6,4,0,3,2,0
2007/07/03,1046.46,1046.46,3,1,0,36,2,0
2007/07/04,1260.46,175,4,4,0,29,2,0
2007/07/06,1046.46,275,4,5,6,3,1,0
2007/07/19,480.43,38,4,4,1,28,2,0
2007/07/29,523.23,523.23,9,1,1,38,1,0
2007/08/16,780.03,100,9,5,0,55,1,0
2007/08/19,780.03,100,9,4,0,31,1,0
2007/09/12,523.23,523.23,8,1,7,38,1,0
2007/09/13,1104.23,1104.23,6,1,0,29,2,0
2007/09/16,159.43,159.43,8.25,1,8,57,1,0
2007/09/16,640.93,150,4,4,0,44,2,0
2007/02/18,979,150,2.75,1,3,35,2,0
2007/03/14,300,25,0,3,1,37,2,0
2007/03/24,1178,789,6,5,0,28,1,0
2007/04/01,1428,125,8.5,1,0,29,1,0
2007/04/07,809,100,2.75,5,0,22,2,0
2007/04/17,879,100,2.75,5,5,24,2,0
2007/04/29,1328,1328,6,1,1,33,2,0
2007/04/30,549,50,2.75,5,6,62,2,0
2007/05/19,1328,275,5.5,5,0,30,1,0
2007/05/22,1328,175,5.5,5,5,27,2,0
2007/05/22,1328,175,5.5,5,7,3,1,0
2007/05/31,489,489,8,1,1,21,1,0
2007/08/07,829,20,12,4,3,27,2,0
2007/08/10,929,150,4,3,1,22,2,0
2007/01/21,1702.16,250,2.75,5,0,47,2,0
2007/01/31,1195.67,1195.67,3,1,0,53,2,0
2007/04/19,1347.92,100,2.75,5,0,27,1,0
2007/04/28,1246.42,75,2.75,1,1,0,2,0
2007/05/05,1144.92,100,5.5,1,0,49,1,0
2007/05/21,993.69,25,17,1,0,31,2,0
2007/03/17,648.42,25,5.5,4,3,29,2,0
2007/03/19,648.42,250,1.48,4,3,32,1,0
2007/04/12,1707.1,150,2.75,4,0,22,1,0
2007/05/25,529.34,529.34,6,1,0,0,1,0
2007/07/16,789.14,789.14,6,1,1,47,1,0
2007/08/09,486.04,19,4,4,1,28,1,0
2007/02/23,345.72,30,9,1,1,29,1,0
2007/03/12,417.96,35,24,1,0,21,2,0
2007/03/14,366.36,366.36,14,1,0,26,1,0
2007/03/22,411.77,411.77,15.97,1,8,52,2,0
2007/04/19,783.29,783.29,10.5,1,6,0,1,0
2007/05/07,465.43,100,13,1,0,0,2,0
2007/05/27,465.43,75,15.4,1,6,35,2,0
2007/06/13,366.36,100,17.6,5,4,40,2,0
2007/06/17,411.77,205.89,13.2,5,1,35,1,0
2007/06/23,411.77,411.77,12,1,0,20,1,0
2007/07/06,380.81,75,9,5,8,37,2,0
2007/07/15,589.27,589.27,14,1,0,17,1,0
2007/07/21,417.96,75,16,1,0,24,2,0
2007/07/24,465.43,75,19,1,0,26,1,0
2007/01/07,1397,1397,6,1,0,36,1,0
2007/01/09,545,19,0,3,1,28,1,0
2007/01/11,1022,1022,10,1,0,43,2,0
2007/01/30,1248,500,5.5,5,0,30,2,0
2007/02/04,999,39,5.5,4,4,40,1,0
2007/02/11,249,249,12.1,1,0,21,1,0
2007/02/15,999,5,17,1,0,40,1,0
2007/02/15,1248,175,2.75,5,6,21,2,0
2007/06/12,264.56,132.28,23,1,0,63,2,0
2007/07/11,477.06,19,4.25,1,1,23,1,0
2007/07/26,477.06,20,26,1,4,55,1,0
2007/09/05,933.94,100,5.5,3,4,28,1,0
2007/10/28,1074.19,50,5.5,1,0,21,2,0
2008/01/13,1146.44,1146.44,6,1,0,24,2,0
2008/01/16,636.44,5,5.5,4,7,24,1,0
2007/03/22,1052.22,1052.22,9,1,1,57,1,0
2007/05/12,733.79,100,6,5,0,49,1,0
2007/07/09,712.49,150,4.5,4,3,27,1,0
2007/09/29,840.29,420.15,9,1,0,32,1,0
2007/10/30,733.79,150,9,5,1,24,2,0
2007/10/30,733.79,150,9,3,2,20,2,0
2007/02/02,789,300,6,5,2,29,2,0
2007/03/15,949,949,11,1,1,65,2,0
2007/03/31,631,50,14,1,0,21,2,0
2007/04/02,849,150,2,1,0,26,1,0
2007/04/12,639,639,9,1,0,30,2,0
2007/04/29,1347,250,6,4,0,50,2,0
2007/04/30,394,197,10,1,1,51,1,0
2007/05/21,1098,1098,7,1,0,0,2,0
2007/05/30,489,51,24,4,1,0,2,0
2007/06/11,689,150,4,1,0,31,1,0
2007/06/15,394,40,18,4,0,27,2,0
2007/06/17,689,100,4,1,0,32,2,0
2007/07/03,349,19,12,5,0,20,1,0
2007/07/09,349,19,3,1,1,26,1,0
2007/07/20,199,199,9,1,6,32,2,0
2007/02/25,539,539,15,1,3,32,1,0
2007/03/08,1696,250,6,4,3,47,1,0
2007/03/18,539,269.5,10,1,2,34,1,0
2007/03/26,899,100,6,4,0,48,2,0
2007/05/05,394,394,8,1,1,50,2,0
2007/05/17,689,250,9.5,1,8,20,2,0
2007/06/12,1098,175,8.5,1,1,20,2,0
2007/06/15,394,394,7,1,0,17,2,0
2007/08/11,349,19,3,4,3,43,2,0
2007/08/17,699,100,3,1,0,30,2,0
2007/06/19,1565.25,300,5.83,4,1,0,2,0
2007/07/03,724.87,200,4.25,4,7,38,1,0
2007/07/09,777.86,50,4.25,1,8,32,1,0
2007/07/26,523.52,100,4.25,4,7,27,1,0
2007/10/20,1143.47,5,5.83,3,0,22,1,0
2007/11/06,1196.46,50,4,3,6,33,2,0
2007/11/12,1354.36,500,4.25,4,0,0,2,0
2007/11/19,523.52,50,4.25,5,1,36,1,0
2007/12/02,1808.99,100,6,3,0,34,1,0
2008/01/13,1439.15,150,5.83,5,0,56,2,0
2007/02/05,859,33,5.5,4,0,34,2,0
2007/02/10,599,50,2.75,4,1,28,1,0
2007/02/21,1248,75,12,4,0,0,2,0
2007/03/04,1148,150,4.12,5,0,41,1,0
2007/03/10,1397,225,2.75,5,1,0,1,0
2007/04/24,549,50,2.75,5,0,31,1,0
2007/02/10,1248,1248,6,1,2,25,2,0
2007/02/19,429,215,10,5,4,25,2,0
2007/02/22,773,250,1.37,5,0,22,1,0
2007/01/24,551.05,50,35.31,1,0,39,2,0
2007/01/26,551.05,120,33.17,1,1,24,2,0
2007/01/31,459.03,150,36.38,1,5,33,1,0
2007/02/03,459.03,150,36.38,5,0,26,2,0
2007/02/03,459.03,100,38.52,1,0,36,2,0
2007/02/08,533.93,150,31.03,1,0,26,2,0
2007/02/11,373.43,373.43,11,1,5,28,1,0
2007/02/28,533.93,100,33.17,1,6,42,1,0
2007/03/16,373.43,200,10,1,1,25,1,0
2007/04/04,2402.15,2402.15,13.75,1,4,39,2,0
2007/04/17,373.43,373.43,10,1,1,45,2,0
2007/05/08,212.93,110,29,1,6,26,2,0
2007/05/07,1079,150,5.5,1,5,35,1,0
2007/06/09,1128,564,6,5,0,3,2,0
2007/06/23,942.99,5,5.5,5,0,46,2,0
2007/07/01,978,200,14,1,1,32,1,0
2007/07/16,1178,100,4,1,0,37,1,0
2007/07/29,449,19,4,4,5,31,1,0
2007/08/20,449,19,4,5,0,38,2,0
2007/08/21,1227,125,12,4,0,3,2,0
2007/10/31,1129,50,11,1,3,20,1,0
2007/11/13,942.99,19,4,4,0,47,1,0
2007/11/18,942.99,75,4,4,1,3,1,0
2007/12/04,489,19,4,4,1,19,1,0
2007/12/05,745.99,25,4,4,0,54,2,0
2007/12/26,829,414.5,9,5,6,61,1,0
2008/01/08,1228,50,12,4,0,22,2,0
2007/03/03,809,100,7.25,1,0,41,1,0
2007/03/05,1179,375,10,5,0,23,2,0
2007/03/18,429,429,10,1,0,26,2,0
2007/03/31,783,150,15,1,6,30,1,0
2007/04/08,199,199,9,1,5,27,1,0
2007/05/04,879,150,8.5,5,0,38,1,0
2007/05/22,549,549,8.5,1,0,25,1,0
2007/03/10,417.96,51,24,1,0,21,1,0
2007/03/12,723.43,300,14,5,0,27,1,0
2007/03/31,345.72,28,28,1,0,29,1,0
2007/04/22,411.77,205.89,8,1,0,39,2,0
2007/06/27,411.77,205.89,12,1,0,56,2,0
2007/06/30,626.42,30,20.9,4,6,26,1,0
2007/07/09,380.81,380.81,7,1,0,43,2,0
2007/07/19,308.57,19,25,1,0,46,2,0
2007/07/30,380.81,380.81,14,1,0,63,2,0
2007/01/02,545,19,0,1,1,29,2,0
2007/01/06,1108,65,5.5,1,3,19,2,0
2007/01/06,999,5,5.5,3,4,34,1,0
2007/01/10,599,599,13.2,1,0,36,2,0
2007/01/16,999,150,5.5,3,0,61,2,0
2007/01/17,899,150,5.5,5,6,29,1,0
2007/01/18,1248,100,5.5,4,4,30,2,0
2007/01/23,1895,1895,6,1,0,0,2,0
2007/01/25,539,539,12,1,1,55,1,0
2007/01/29,249,249,10,5,8,49,1,0
2007/01/30,379,379,10,1,0,21,1,0
2007/03/31,645.43,50,5.5,1,1,49,1,0
2007/05/01,1215.42,1215.42,6,1,0,41,1,0
2007/05/01,1215.42,1215.42,6,1,0,0,1,0
2007/06/21,526.9,526.9,6,1,6,48,1,0
2007/08/14,1323.17,50,4,1,0,27,1,0
2007/08/17,483.8,40,4,4,0,48,2,0
2007/01/18,545,19,2,1,0,43,2,0
2007/01/18,859,150,5.5,4,0,24,1,0
2007/01/19,859,150,5.5,4,0,34,1,0
2007/01/30,1108,100,5.5,1,0,32,1,0
2007/02/02,773,773,10,1,0,32,1,0
2007/02/17,539,539,13,1,0,60,2,0
2007/02/21,1022,200,2.75,5,0,38,2,0
2007/02/23,599,599,13,1,0,32,1,0
2007/02/27,1357,200,2.75,5,0,37,1,0
2007/02/27,1855,1855,9,1,4,31,1,0
2007/02/28,149,149,10,1,0,41,1,0
2007/02/21,622.96,35,5.5,1,0,22,1,0
2007/02/25,2054,1027,3,1,0,43,1,0
2007/02/26,2262,904,1.42,5,6,41,1,0
2007/02/27,2262,2262,6,5,0,51,2,0
2007/05/04,1691.04,200,5.5,4,1,36,2,0
2007/05/08,767.52,767.52,8,5,0,24,2,0
2007/05/08,767.52,767.52,8,5,0,3,2,0
2007/05/12,570.96,100,5.5,1,6,66,1,0
2007/05/12,1173.12,200,5.5,5,0,24,2,0
2007/05/20,508.56,254.28,8,1,0,29,1,0
2007/06/23,1691.04,897.52,6,5,0,49,1,0
2007/06/27,966.16,150,5.5,5,0,34,2,0
2007/06/28,966.16,150,5.5,1,0,26,1,0
2007/06/30,1794,897,6,5,3,19,1,0
2007/07/02,758.16,379.08,3,5,0,37,1,0
2007/07/08,154.96,154.96,17,1,2,34,1,0
2007/07/10,892.32,892.32,11,1,3,20,1,0
2007/03/20,1007.99,50,14,1,1,0,2,0
2007/03/27,1646,150,3,3,0,48,2,0
2007/05/07,758.99,75,4,1,0,37,2,0
2007/06/01,849,100,6,5,6,34,1,0
2007/06/24,639,105,4,5,4,46,2,0
2007/07/16,539,350,12,5,0,38,1,0
2007/07/30,593,593,7,1,1,24,1,0
2007/08/20,699,250,6,5,4,28,2,0
2007/11/11,449,19,5.5,1,3,38,1,0
2007/12/02,1079,50,6,4,1,26,1,0
2007/12/12,1083,75,5.5,1,6,4,2,0
2007/12/14,504,50,5.5,4,1,21,2,0
2008/01/06,934,75,12,4,0,24,2,0
2008/01/26,599,26,8,1,0,24,1,0
2008/03/30,929,100,12,5,3,28,1,0
2008/04/17,619,5,8.5,3,1,23,1,0
2008/04/29,1676,175,12,3,0,47,2,0
2008/05/24,1178,125,17,5,3,2,2,0
2008/06/26,1896,150,4.5,4,1,39,2,0
2008/08/27,1373,300,4.75,5,6,21,2,0
2008/09/21,619,1,10.5,5,0,27,1,0
2008/09/21,619,1,10.5,5,1,25,2,0
2008/10/12,1498,30,10.5,4,0,26,1,0
2008/11/16,619,50,10.5,5,0,20,2,0
2008/12/23,974,150,9,4,6,17,1,0
2009/01/07,1249,100,15,4,5,20,2,0
2009/01/19,1398,150,2.62,5,1,30,2,0
2009/01/20,619,0,10.5,3,1,35,1,0
2009/01/23,2245,225,2.62,4,1,0,2,0
2007/04/07,1099.07,1099.07,6,1,0,3,2,0
2007/06/29,318.44,318.44,10.5,1,0,32,1,0
2007/07/26,1041.57,1041.57,6,1,1,18,2,0
2007/08/05,776.39,776.39,3,1,0,20,2,0
2007/09/08,1042.64,50,12,4,1,22,1,0
2007/09/16,731.64,35,5.5,1,1,23,1,0
2007/10/21,1099.07,50,12,4,3,3,2,0
2007/01/15,373.43,150,13.2,5,7,30,2,0
2007/01/17,459.03,459.03,32.1,1,6,51,1,0
2007/01/17,212.93,106.47,35.31,1,1,26,1,0
2007/01/29,551.05,551.05,26.75,1,5,32,1,0
2007/01/30,459.03,200,36.38,1,0,36,1,0
2007/02/05,533.93,150,29,1,0,25,2,0
2007/02/06,319.93,319.93,12.1,1,1,34,2,0
2007/02/07,533.93,200,31.03,1,3,28,2,0
2007/02/10,459.03,150,36.38,1,0,22,2,0
2007/02/15,212.93,212.93,35.31,1,4,45,1,0
2007/03/05,459.03,40,40.66,5,0,22,1,0
2007/04/24,1541.86,1541.86,6,1,0,3,2,0
2007/05/03,940.53,150,6,4,0,24,1,0
2007/07/09,1260.46,175,4,5,0,3,1,0
2007/08/04,523.23,523.23,8,1,5,59,2,0
2007/08/23,480.43,25,4,1,6,50,1,0
2007/08/27,553.18,553.18,11,1,1,52,1,0
2007/09/27,1206.96,530,5.5,4,6,18,1,0
2007/10/31,159.43,159.43,5.98,1,0,28,2,0
2007/10/31,1206.96,250,9,5,0,35,2,0
2008/01/02,940.53,100,14,1,0,36,2,0
2008/01/09,523.23,25,4,5,3,36,2,0
2007/02/17,2175,150,2.75,4,0,24,2,0
2007/03/04,1378,125,11,3,7,27,1,0
2007/03/11,942.99,150,2.75,4,6,33,1,0
2007/03/23,1129,150,2.75,5,0,27,1,0
2007/04/25,879,100,6,5,6,28,2,0
2007/05/28,1129,50,5.5,3,1,31,1,0
2007/02/05,1565.62,110,5.5,1,0,31,2,0
2007/02/28,910.54,100,2.75,1,3,33,2,0
2007/03/10,1037.74,50,5.5,4,0,21,2,0
2007/03/29,1093.92,50,11,3,0,28,2,0
2007/04/23,1195.68,150,2.92,4,0,36,1,0
2007/03/29,1117.14,1117.14,6,1,0,18,2,0
2007/04/24,844.35,550,6,1,0,45,1,0
2007/04/25,1545.81,150,2.75,1,0,28,2,0
2007/06/03,281.45,281.45,9.5,1,7,55,1,0
2007/01/31,1179,44,5.5,1,0,28,1,0
2007/02/25,1428,175,5.5,5,1,28,1,0
2007/02/28,1477,300,5.5,5,1,42,1,0
2007/03/01,1378,175,2.75,4,1,0,1,0
2007/03/07,1129,150,6,4,3,21,1,0
2007/03/26,699,699,10.5,1,0,66,1,0
