enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
2008/05/29,1367,150,14,1,0,3,2,0
2008/05/31,1416,300,9,5,0,59,1,0
2008/06/07,958,100,4,5,1,47,2,0
2008/06/26,1118,100,9.5,3,0,22,2,0
2008/08/06,489,19,6,4,0,23,2,0
2008/08/21,993,150,9,4,6,23,2,0
2008/08/22,844,30,5,3,3,37,1,0
2008/10/05,1118,275,2.5,3,1,27,1,0
2008/11/21,1616,250,2.5,5,6,42,1,0
2008/12/07,634,75,23,5,5,26,1,0
2008/03/29,1848.08,125,9,5,1,17,2,0
2008/04/06,1322.87,275,6,1,1,2,2,0
2008/04/12,1589.12,100,14,1,1,30,1,0
2008/04/14,2107.04,225,9,5,0,44,1,0
2008/04/22,1919.84,300,6,5,0,42,2,0
2008/04/28,1294.8,1294.8,9,1,6,2,2,0
2008/05/04,2107.04,150,14,3,1,17,2,0
2008/02/11,1355.42,50,6.36,3,1,22,1,0
2008/02/16,1302.44,250,6.36,5,7,33,1,0
2008/02/16,634.79,100,6.36,4,0,27,2,0
2008/02/17,1302.44,150,6.36,5,6,27,2,0
2008/03/10,1111.68,50,6.36,4,0,29,1,0
2008/05/04,210.89,210.89,8,1,0,49,2,0
2008/05/14,1174.2,100,6.36,4,2,79,1,0
2008/05/19,1460.34,150,6.36,4,0,21,2,0
2008/05/21,1306.67,75,9,4,6,22,2,0
2008/05/30,948.47,100,6.34,4,4,30,2,0
2008/06/18,344.42,25,0,4,1,31,1,0
2008/06/18,1460.34,150,5.98,3,0,33,2,0
2008/06/30,1306.67,75,9.5,3,0,38,2,0
2008/07/06,921.99,25,5.98,4,1,23,2,0
2008/07/17,1108.49,250,5.95,5,6,34,1,0
2008/07/29,1185.86,100,18.8,5,6,27,2,0
2008/07/31,2045.32,150,9,4,0,19,1,0
2008/05/11,1063.91,1,6,5,0,45,2,0
2008/06/17,1096.16,5,6,3,3,25,2,0
2008/06/23,1304.16,1304.16,4.5,3,0,24,2,0
2008/07/27,1278.16,150,6,5,6,27,2,0
2008/08/18,945.36,19,7,5,6,21,1,0
2008/08/19,1329.12,175,7,3,0,34,2,0
2008/11/21,1589.12,50,8,3,0,29,2,0
2008/11/24,1063.91,5,8,3,6,2,1,0
2008/12/16,996.32,44,8,5,1,41,2,0
2009/01/07,1122.16,5,8,5,2,41,2,0
2009/02/01,1122.16,75,8,3,4,63,1,0
2009/02/01,1615.12,50,8,3,5,38,1,0
2008/02/22,1279,250,6,4,0,32,2,0
2008/02/24,1777,125,9,4,2,46,1,0
2008/02/25,1279,5,6,3,1,23,2,0
2008/03/05,1777,125,14,1,8,28,1,0
2008/03/05,299,299,0,1,0,19,2,0
2008/03/13,1528,275,6,4,1,45,2,0
2008/04/24,1279,5,6,4,4,39,2,0
2008/04/30,1777,125,14,3,1,26,2,0
2008/05/09,1279,1,6,5,0,35,1,0
2008/05/12,539,100,6,4,1,35,1,0
2008/05/25,1022.99,75,6,5,0,32,2,0
2008/06/26,1029,75,7.5,3,1,33,2,0
2008/06/27,539,539,6,5,6,37,1,0
2008/07/01,1029,100,17,3,0,28,2,0
2008/07/03,1229,75,9,5,6,26,1,0
2008/04/17,1425.51,1425.51,9,1,0,4,2,0
2008/04/21,654.59,5,6,4,0,23,2,0
2008/06/20,527.69,527.69,7.5,1,5,3,2,0
2008/06/30,2215.46,175,9.5,3,5,20,1,0
2008/07/28,1135.76,250,9,1,7,30,1,0
2008/09/29,1162.19,250,4,5,6,33,1,0
2008/10/25,654.59,5,8,4,4,27,2,0
2008/12/16,1135.76,40,8,4,1,23,1,0
2008/02/28,1279,100,9,5,1,37,2,0
2008/03/24,862.99,25,15,4,0,28,2,0
2008/03/26,1079,75,15,5,4,21,1,0
2008/04/13,325,25,0,5,0,28,2,0
2008/04/29,1328,1328,9,1,0,44,2,0
2008/05/18,2558,200,6,3,1,20,1,0
2008/06/10,1254,5,6,3,0,28,2,0
2008/06/12,1821,300,6,5,1,16,2,0
2008/04/16,1129,150,10.25,5,3,59,1,0
2008/05/11,1179,50,10.25,3,1,37,2,0
2008/06/02,999,100,4.25,4,5,34,2,0
2008/06/29,2104,450,10.38,5,0,22,2,0
2008/06/30,1876,1876,4.75,1,1,0,1,0
2008/07/13,754,25,6,3,0,23,2,0
2008/07/16,1353,100,6,4,5,0,2,0
2008/07/30,2208,200,6,3,1,26,1,0
2008/08/03,699,19,6,3,1,19,1,0
2008/08/13,1104,250,7,5,5,30,1,0
2008/08/17,1104,250,7,5,1,23,2,0
2008/08/18,1104,50,7,3,4,36,1,0
2008/09/20,1128,100,8,5,1,23,2,0
2008/09/29,149,149,13.68,1,1,29,2,0
2008/10/06,1129,100,4,1,3,29,1,0
2008/10/13,1478,30,8,3,0,21,2,0
2008/10/13,1378,100,8,1,1,37,2,0
2008/10/16,702.99,150,8,5,1,30,1,0
2008/03/02,1348,100,9,5,0,30,2,0
2008/03/10,499,499,10,1,0,24,2,0
2008/04/09,1448,30,6,4,0,20,1,0
2008/04/11,1597,125,9,5,6,46,2,0
2008/04/11,1597,125,9,5,1,15,2,0
2008/04/13,1099,100,9,5,8,36,1,0
2008/04/19,1258,150,6,5,0,20,1,0
2008/05/07,999,40,6,1,5,21,1,0
2008/06/18,998,998,4.5,1,0,0,1,0
2008/06/23,499,75,6,4,6,16,2,0
2008/06/25,899,100,6,4,4,19,1,0
2008/07/14,439,150,6,5,1,35,1,0
2008/07/28,411.79,0,19,3,6,32,1,0
2008/02/13,899,150,9,5,4,29,1,0
2008/02/15,879,50,6,5,1,52,2,0
2008/02/27,1248,100,10,5,0,35,2,0
2008/03/06,1248,150,3,3,6,44,2,0
2008/03/12,1497,150,3,4,6,28,2,0
2008/03/12,999,5,3,3,2,19,1,0
2008/03/12,999,50,20,3,3,21,1,0
2008/04/05,1148,100,6,4,6,43,1,0
2008/04/11,999,75,10,3,0,31,2,0
2008/04/09,846.93,100,12,5,3,37,2,0
2008/05/10,528.94,100,6,5,3,33,2,0
2008/05/11,1428.88,175,6,4,1,45,1,0
2008/05/13,952.94,100,6,4,5,34,1,0
2008/05/26,316.94,316.94,0,1,0,2,2,0
2008/06/09,1428.88,150,6,3,1,25,1,0
2008/06/24,952.94,100,6,4,0,40,1,0
2008/06/29,1280.47,100,4.5,5,0,25,2,0
2008/07/01,926.44,100,12,3,1,24,1,0
2008/07/03,656.14,51,6,3,0,22,2,0
2008/07/07,656.14,51,6,1,6,33,1,0
2008/07/20,1190.38,100,6,3,2,34,1,0
2008/07/23,1185.07,150,6,3,5,50,2,0
2008/07/28,926.44,76,6,3,0,24,2,0
2008/07/30,1402.38,150,9,5,1,26,2,0
2008/07/30,1718.26,150,20,4,1,20,2,0
2008/08/06,1190.38,175,7,4,0,35,1,0
2008/07/20,1185.86,50,5.98,4,5,28,2,0
2008/07/25,1517.56,100,8.46,4,0,26,2,0
2008/08/26,1253.68,250,6.97,5,6,25,1,0
2008/08/31,1517.56,100,9,5,0,35,2,0
2008/09/26,1650.03,26,7.97,4,1,32,2,0
2008/11/16,1322.57,50,8,5,1,21,2,0
2008/11/19,1058.69,75,4,4,1,24,2,0
2008/11/29,793.76,25,8,4,1,19,2,0
2008/12/19,1961.59,150,18,5,3,0,2,0
2008/12/28,1539.82,100,8,4,2,23,2,0
2009/01/05,157.91,157.91,7.25,3,3,38,2,0
2009/01/06,1408.41,25,8,3,5,34,1,0
2009/01/06,1672.29,200,2,5,6,50,1,0
2009/02/01,1962.66,125,23,3,3,16,2,0
2009/02/23,2111.75,300,6,5,3,50,2,0
2009/03/07,1644.84,150,4,5,3,21,2,0
2009/03/08,1708.81,150,4,4,0,29,2,0
2009/03/30,825.08,25,8,3,1,21,1,0
2008/02/20,1173,75,6,3,0,31,2,0
2008/02/21,719,50,6,4,3,22,1,0
2008/02/24,719,5,24,5,0,23,2,0
2008/03/06,719,19,6,5,4,56,1,0
2008/03/16,1149,50,9,5,1,25,1,0
2008/03/29,999,30,6,3,0,25,2,0
2008/03/31,719,60,6,4,1,24,1,0
2008/04/07,924,75,6,5,5,24,2,0
2008/04/13,1099,150,9,5,7,26,1,0
2008/04/16,899,100,17,1,6,47,1,0
2008/05/03,1258,150,9,4,3,30,2,0
2008/05/05,1099,100,9,4,0,22,2,0
2008/05/07,439,50,6,3,1,26,2,0
2008/05/13,1258,250,6,5,1,26,1,0
2008/05/16,1099,1099,9,5,1,37,1,0
2008/05/21,899,100,17,1,6,36,1,0
2008/05/24,899,100,12,5,3,39,2,0
2008/05/27,899,899,9,1,5,35,2,0
2008/05/22,1666,300,14,3,0,28,2,0
2008/06/08,1258,150,6,3,0,39,1,0
2008/06/17,1258,150,6,4,1,24,2,0
2008/06/29,924,75,7.5,4,7,33,2,0
2008/07/12,874,20,6,1,5,26,1,0
2008/05/20,929,100,12,5,6,25,2,0
2008/06/22,929,100,8.5,4,0,24,1,0
2008/06/25,954,75,7.5,4,3,25,2,0
2008/08/09,1373,1373,9,5,6,30,1,0
2008/09/09,619,29,10.5,3,5,18,2,0
2008/12/29,619,25,31,3,3,24,2,0
2009/01/12,1249,5,10.5,4,1,28,1,0
2009/01/13,619,25,10.5,3,5,60,1,0
2009/01/26,1029,100,5.25,5,3,26,1,0
2009/02/08,1274,25,10.5,4,1,20,2,0
2008/04/28,1219.75,125,17,4,0,2,1,0
2008/05/09,657.69,25,6,4,0,30,1,0
2008/05/21,1220.81,50,6,5,0,29,1,0
2008/06/01,1219.75,125,11,5,2,30,2,0
2008/06/02,2865.56,300,6,1,2,26,1,0
2008/06/18,1219.75,100,6,4,0,35,2,0
2008/06/29,955.19,100,6,5,0,22,1,0
2008/07/31,928.63,75,15,3,7,28,2,0
2008/08/11,1670.25,125,14,4,1,2,1,0
2008/08/10,1193.19,100,7,3,3,25,1,0
2008/08/20,657.69,19,7,5,6,19,1,0
2008/08/24,657.69,27,7,5,2,25,2,0
2008/08/26,657.69,25,7,4,0,24,2,0
2008/08/29,1193.19,45,7,4,1,27,2,0
2008/08/30,928.63,75,3.5,4,3,22,1,0
2008/09/30,1093.31,1,10.5,4,0,33,2,0
2008/10/13,1251.63,1251.63,10.5,5,1,34,2,0
2008/10/15,1220.81,100,10.5,5,6,41,1,0
2008/03/07,699,50,6,5,7,29,1,0
2008/03/10,1099,619,6,5,0,26,2,0
2008/03/16,899,150,12,5,3,42,2,0
2008/05/23,699,1,6,5,1,53,2,0
2008/06/06,1348,275,6,4,0,35,1,0
2008/06/29,1348,275,4.5,5,6,28,2,0
2008/06/30,1148,100,12.5,1,1,20,2,0
2008/07/20,1123,50,6,5,0,60,1,0
2008/05/29,1781.8,150,15,5,0,0,1,0
2008/06/15,1459.21,1459.21,4.5,1,0,25,2,0
2008/06/29,973.17,100,6,5,6,24,2,0
2008/07/22,946.11,700,5.96,5,0,52,1,0
2008/08/06,1215.65,50,6.95,4,1,33,1,0
2008/08/30,946.11,20,6.95,3,6,26,1,0
2008/08/31,561.82,19,6.95,3,7,58,2,0
2008/10/07,1296.84,100,3.97,5,0,0,2,0
2008/10/23,1350.96,40,3.97,3,1,21,2,0
2008/10/26,1361.79,150,3.97,4,6,41,2,0
2008/11/02,561.82,40,8,3,7,19,1,0
2008/11/07,561.82,19,8,5,3,19,1,0
2008/11/10,1803.45,300,9,5,1,0,2,0
2008/11/12,539.08,539.08,12,3,1,0,2,0
2008/07/19,561.82,19,5.96,4,6,29,2,0
2008/08/08,1215.65,50,6.95,4,3,29,2,0
2008/11/03,1297.92,25,8,4,0,33,2,0
2008/11/23,1296.84,100,4,4,1,27,2,0
2009/01/08,1837,125,2,5,5,24,2,0
2009/01/20,561.82,5,8,4,5,24,2,0
2009/01/31,588.88,5,8,4,5,22,1,0
2009/02/15,1108.48,75,4,5,1,30,1,0
2009/03/01,1108.48,75,21.25,3,2,33,2,0
2009/03/21,1108.48,75,8,3,0,22,2,0
2009/03/31,2133.61,225,2,5,0,53,1,0
2008/04/20,781.71,250,14,4,1,25,2,0
2008/04/21,1046.9,150,14,3,1,21,1,0
2008/05/03,574.04,50,23,4,0,46,2,0
2008/05/19,781.71,270,19,1,4,26,1,0
2008/06/16,574.04,5,25.25,4,8,32,1,0
2008/07/04,627.29,19,24,4,0,30,1,0
2008/07/10,265.19,265.19,6.81,1,6,42,1,0
2008/07/16,1020.27,150,13.09,4,4,32,1,0
2008/08/05,689.04,150,6.55,5,6,31,1,0
2008/08/07,265.19,265.19,12,1,3,0,2,0
2008/08/10,755.09,150,7,4,4,28,1,0
2008/08/10,627.29,150,19.64,5,0,23,2,0
2008/01/31,1079,150,6,4,0,26,1,0
2008/01/31,879,100,9,5,0,39,2,0
2008/02/03,899,150,12,4,5,40,1,0
2008/02/10,858,858,9,1,1,42,1,0
2008/02/13,1148,125,6,4,3,28,2,0
2008/02/24,1500,1500,0,1,0,0,2,0
2008/02/28,350,350,0,1,0,38,2,0
2008/03/06,699,50,6,5,6,0,1,0
2008/03/10,924,75,6,5,8,30,1,0
2008/03/15,1148,100,6,5,1,0,2,0
2008/03/19,1348,150,9,4,1,22,2,0
2008/04/09,699,25,6,1,1,23,1,0
2008/04/18,1099,100,6,4,2,30,2,0
2008/04/21,1258,150,6,4,3,32,2,0
2008/04/22,1348,1348,9,1,0,0,1,0
2008/05/03,1258,150,9,4,5,31,1,0
2008/04/30,899,150,10,5,3,38,1,0
2008/05/15,999,47,6,5,6,21,1,0
2008/06/22,1048,275,6,5,1,40,2,0
2008/06/22,1048,275,6,5,1,0,1,0
2008/07/20,874,150,6,4,1,39,2,0
2008/07/30,1870,200,10,1,1,43,2,0
2008/08/31,874,75,10,5,1,19,1,0
2008/09/22,949,50,8,3,6,20,2,0
2008/09/23,949,150,4,5,0,35,2,0
2008/10/05,999,150,5.5,5,1,25,1,0
2008/10/05,1128,100,4,4,0,46,1,0
2008/11/29,1148,200,8,5,4,34,2,0
2008/12/01,774,5,8,4,1,37,1,0
2008/04/30,1728.75,125,14,1,0,39,2,0
2008/05/24,973.17,100,12,4,1,29,2,0
2008/05/25,1242.71,175,12,4,3,30,2,0
2008/05/26,1242.71,100,15,5,3,30,1,0
2008/05/28,1000.23,75,15,5,5,24,2,0
2008/06/17,702.54,60,5.5,5,0,32,1,0
2008/07/06,702.54,19,24,4,5,22,1,0
2008/08/18,561.82,20,6.95,4,2,26,2,0
2008/08/20,561.82,26.26,6.95,5,1,29,2,0
2008/08/31,2325.21,150,18,5,1,39,1,0
2008/10/01,1189.67,150,3.97,4,7,29,1,0
2008/10/04,561.82,25,7.95,3,5,28,1,0
2008/10/12,1297.92,5,7.95,4,4,21,2,0
2008/10/19,1027.29,75,23,4,4,26,1,0
2008/11/11,1284.93,125,8,3,1,29,1,0
2008/02/26,1350.96,100,11,1,6,0,2,0
2008/03/01,161.29,161.29,5.79,1,1,34,1,0
2008/03/02,1000.23,75,20,4,1,26,2,0
2008/03/03,1242.71,100,20,5,0,27,2,0
2008/03/04,1361.79,150,6.5,4,0,28,2,0
2008/03/26,973.17,200,17,4,1,37,2,0
2008/03/31,973.17,100,17,4,0,37,2,0
2008/03/31,1459.21,1459.21,9,1,0,37,2,0
2008/04/07,1361.79,150,6.5,3,7,21,1,0
2008/04/29,453.57,453.57,0,1,3,28,2,0
2008/04/30,1296.84,50,6.5,1,3,16,2,0
2008/03/20,1788.14,450,17,3,0,19,2,0
2008/04/20,1046.9,100,19,1,5,30,1,0
2008/05/11,781.71,100,14,4,4,27,1,0
2008/05/12,414.29,100,14,4,7,52,1,0
2008/06/25,1046.9,100,12,1,0,26,2,0
2008/06/29,1723.17,10,7,4,0,0,2,0
2008/06/30,861.59,10,7,4,4,29,1,0
2008/06/30,574.04,5,27,5,1,36,1,0
2008/07/15,913.77,250,12,3,6,28,1,0
2008/07/22,913.77,150,12,4,3,29,2,0
2008/07/30,627.29,200,21,4,0,49,2,0
2008/08/04,1020.27,75,9.5,3,6,29,1,0
2008/08/25,627.29,20,24,5,0,25,1,0
2008/09/04,744.44,50,3.98,3,0,19,2,0
2008/09/09,531.44,40,3.98,4,5,23,1,0
2008/02/24,999,150,9,1,0,33,2,0
2008/03/05,1148,175,3,5,0,44,1,0
2008/03/12,999,150,9,4,0,41,2,0
2008/04/08,828.2,828.2,5,1,1,37,2,0
2008/04/07,619,27,6,4,0,44,2,0
2008/04/15,1148,100,10,4,1,0,1,0
2008/04/22,619,27,6,1,4,29,1,0
2008/04/30,999,75,10,4,6,43,2,0
2008/05/04,1746,150,10,4,5,19,2,0
2008/05/20,1060.8,175,6,4,3,0,1,0
2008/05/20,211.65,25,6,4,6,0,1,0
2008/02/24,798.99,5,6,5,0,21,2,0
2008/02/27,702.99,5,6,5,1,20,2,0
2008/03/29,249,249,10,1,4,0,1,0
2008/04/28,1248,100,15,3,0,25,1,0
2008/04/24,999,5,6,4,1,37,2,0
2008/04/25,999,5,6,3,1,27,2,0
2008/05/02,1248,100,10,5,1,27,2,0
2008/05/11,439,1,9,5,4,20,2,0
2008/05/14,499,249.5,10,5,1,20,2,0
2008/05/15,1047.99,200,6,3,0,0,2,0
2008/01/23,1296.99,200,5.5,4,8,0,1,0
2008/01/26,1148,100,5.5,1,1,36,2,0
2008/02/11,619,5,6,4,8,27,2,0
2008/02/18,559,100,6,4,6,28,2,0
2008/02/23,999,150,9,4,0,0,2,0
2008/02/25,325,325,0,1,3,35,2,0
2008/03/04,249,249,9,1,0,41,2,0
2008/02/28,999,75,10,4,0,23,1,0
2008/03/01,1995,120,3,4,2,0,1,0
2008/03/01,1148,200,10,5,4,39,2,0
2008/02/24,1170.44,136,9,4,1,24,2,0
2008/02/26,1435.62,100,9,5,1,59,1,0
2008/02/26,984.06,75,15,4,3,41,2,0
2008/03/06,1222.62,100,6,4,0,31,2,0
2008/03/09,1435.62,200,6,4,4,22,1,0
2008/03/12,1222.62,100,6,3,0,28,2,0
2008/03/14,1170.44,1170.44,9,1,0,31,1,0
2008/03/18,1170.44,250,14,3,7,28,1,0
2008/03/18,957.44,100,6,5,1,36,1,0
2008/03/24,1700.81,100,6,1,1,2,1,0
2008/03/26,1170.44,100,6,5,7,44,1,0
2008/03/30,957.44,957.44,9,1,3,55,1,0
2008/04/13,957.44,100,12,4,1,29,1,0
2008/04/14,1222.62,100,15,5,0,2,1,0
2008/04/14,957.44,150,12,5,8,2,2,0
2008/04/23,1222.62,100,6,4,0,37,1,0
2008/04/28,1700.81,200,6,5,0,3,1,0
2008/05/01,1222.62,100,20,3,0,2,2,0
2008/05/03,1435.62,100,9,4,1,3,1,0
2008/01/28,773,40,5.5,4,0,26,2,0
2008/01/28,859,5,5.5,4,2,19,1,0
2008/01/30,599,26,5.5,1,1,30,1,0
2008/02/02,499,499,9,1,4,33,2,0
2008/02/03,1148,150,12,5,6,50,1,0
2008/02/03,999,40,6,1,5,36,1,0
2008/02/13,899,150,9,4,0,20,2,0
2008/02/20,899,100,6,5,6,26,1,0
2008/02/20,1148,300,6,5,0,19,1,0
2008/03/02,1746,250,15,3,1,41,1,0
2008/03/02,899,75,3,3,2,23,2,0
2008/03/08,999,5,3,1,3,44,1,0
2008/03/12,569,50,6,4,6,72,2,0
2008/03/12,1000.23,75,6.5,4,3,30,1,0
2008/03/12,540.17,297.14,6.5,1,3,31,1,0
2008/03/12,1243.79,50,6.5,4,1,25,1,0
2008/03/24,1361.79,150,6.5,4,3,19,1,0
2008/03/27,973.17,100,17,3,1,28,2,0
2008/04/02,702.54,50,6.5,1,6,19,1,0
2008/04/08,1728.75,1728.75,4.5,1,1,19,2,0
2008/04/27,1297.92,5,6.5,3,1,21,2,0
2008/04/29,1459.21,100,9,5,2,36,2,0
2008/04/30,1459.21,100,9,4,4,30,1,0
2008/05/20,1189.67,150,6.5,5,6,24,2,0
2008/05/22,1998.3,150,9,4,1,0,2,0
2008/06/12,1361.79,150,4.5,4,4,28,2,0
2008/06/18,1467.68,50,5.5,1,1,30,2,0
2008/07/12,1701.69,150,5.96,4,0,18,2,0
2008/07/15,1162.61,19,5.96,1,0,20,1,0
2008/07/15,475.22,237.61,22,1,0,32,2,0
2008/07/30,1162.61,80,14,3,0,26,2,0
2008/07/31,1432.15,50,5.96,3,0,18,2,0
2008/08/12,946.11,20,4.5,4,1,27,2,0
2008/08/15,1162.61,20,6.95,4,3,26,2,0
2008/08/15,1701.69,70,6.95,1,0,15,1,0
2008/08/23,1215.65,50,6.95,4,5,47,2,0
2008/08/27,561.82,20,6.95,3,0,35,1,0
2008/02/09,1746,100,6,4,1,18,2,0
2008/02/09,1248,30,6,4,1,53,1,0
2008/02/10,149,149,15.4,1,1,32,1,0
2008/02/11,619,27,6,1,8,48,1,0
2008/02/12,619,5,6,1,6,28,1,0
2008/02/22,999,150,6,1,4,19,2,0
2008/02/25,1746,150,15,4,7,46,2,0
2008/02/27,1248,300,9,4,0,23,2,0
2008/03/05,1646,1646,10,1,0,34,2,0
2008/03/08,1248,100,3,5,1,25,1,0
2008/03/13,1497,150,10,4,3,30,2,0
2008/03/09,619,100,6,1,6,38,1,0
2008/03/13,499,499,10,1,0,18,1,0
2008/03/13,1995,250,3,4,0,47,2,0
2008/03/15,999,50,3,4,0,25,2,0
2008/01/21,1348,300,5.5,5,0,33,2,0
2008/01/24,849,50,5.5,5,0,26,1,0
2008/01/29,1646,150,17,1,0,43,2,0
2008/02/03,999,75,20,1,0,23,1,0
2008/02/03,924,75,17,1,0,36,2,0
2008/02/04,619,25,6,1,6,34,1,0
2008/02/05,1248,250,12,4,1,36,1,0
2008/02/06,1248,65,6,3,0,36,2,0
2008/02/14,619,27,6,1,1,52,2,0
2008/02/14,899,899,9,1,4,37,1,0
2008/05/01,1177.75,1177.75,9,1,0,60,1,0
2008/05/16,1242.71,51,6.5,3,1,31,2,0
2008/05/18,1459.21,175,6.5,3,4,19,2,0
2008/06/23,1189.67,1189.67,4.5,1,5,60,1,0
2008/06/24,1361.79,150,5.5,5,0,20,1,0
2008/07/04,702.54,51,5.96,3,2,40,2,0
2008/07/08,1971.23,150,12.85,3,0,0,1,0
2008/07/15,1971.23,325,5.96,3,8,67,1,0
2008/07/22,2659.7,600,5.96,5,1,18,2,0
2008/08/21,946.11,50,6.95,3,6,38,1,0
2008/08/23,1162.61,150,6.95,4,1,25,2,0
2008/08/27,1334.72,150,6.95,3,3,24,2,0
2008/09/04,1459.21,100,18,4,6,29,2,0
2008/09/08,1728.75,125,23,3,1,25,2,0
2008/09/15,594.29,297.15,7.95,1,7,21,1,0
2008/09/17,1459.21,175,7.95,3,1,26,2,0
2008/02/18,899,5,6,4,3,20,2,0
2008/02/19,879,200,6,4,3,29,1,0
2008/02/20,999,5,6,4,0,26,2,0
2008/02/28,619,5,6,5,0,23,1,0
2008/03/10,559,150,6,5,6,66,2,0
2008/03/11,998,998,10,1,8,47,1,0
2008/03/24,1248,30,3,4,6,28,2,0
2008/03/26,999,19,3,3,0,0,2,0
2008/03/27,1248,1248,10,1,1,32,1,0
2008/03/30,999,75,10,5,4,22,2,0
2008/03/31,1497,200,15,5,0,16,1,0
2008/04/04,1148,175,6,4,1,38,2,0
2008/04/07,1248,175,6,1,0,29,1,0
2008/04/26,1128,35,6,1,1,17,2,0
2008/04/27,999,5,6,1,6,20,1,0
2008/05/02,349,349,0,1,0,0,2,0
2008/03/27,2285.92,400,64,4,3,24,2,0
2008/03/30,2285.92,200,71.75,3,8,25,1,0
2008/03/31,1869.91,200,69,3,5,29,2,0
2008/05/06,1869.91,200,69,1,1,30,1,0
2008/06/23,1921.92,300,6,5,5,45,1,0
2008/05/02,899,300,12,5,2,26,1,0
2008/06/10,1666,300,6,3,3,26,2,0
2008/07/02,1233,250,9,5,0,21,2,0
2008/07/31,2466,300,9,5,4,26,2,0
2008/08/21,519,19,7,3,0,54,2,0
2008/08/28,874,874,9,1,3,58,1,0
2008/08/29,874,100,12,5,3,21,2,0
2008/08/31,1323,100,14,3,3,2,2,0
2008/09/12,1348,300,8,5,1,2,2,0
2008/09/17,1099,150,8,5,1,33,2,0
2008/09/24,1198,175,9.5,3,6,56,1,0
2008/09/25,519,25,8,3,3,34,1,0
2008/11/09,519,19,8,5,1,26,1,0
2008/11/14,1198,125,8,4,4,24,2,0
2008/11/19,1099,1099,4,3,6,22,2,0
2008/11/23,519,519,8,3,6,33,1,0
2008/11/23,519,25,8,3,0,40,1,0
2008/11/30,824,75,4,5,6,24,1,0
2008/12/07,949,75,23,4,3,33,1,0
2008/12/08,1223,1223,9,3,0,2,2,0
2008/12/20,974,974,9,3,6,26,1,0
2008/02/08,1229.27,150,6.25,1,0,41,2,0
2008/02/11,1919.84,300,6,5,0,24,1,0
2008/02/11,1122.16,100,6,1,0,22,2,0
2008/02/16,560.56,43,6.25,1,0,23,2,0
2008/02/17,560.56,560.56,6,1,0,28,2,0
2008/02/28,2768.48,600,14,3,0,20,2,0
2008/03/06,1330.16,50,6.25,1,3,22,2,0
2008/03/07,1919.84,300,6,1,7,27,1,0
2008/03/10,1330.16,19,6,5,4,37,2,0
2008/03/12,1122.16,19,6.25,4,1,25,2,0
2008/03/14,1848.08,300,9,5,3,40,1,0
2008/02/10,598.13,598.13,21,1,0,32,1,0
2008/02/14,426.93,426.93,12,1,0,51,2,0
2008/02/15,266.43,266.43,12,1,0,67,1,0
2008/02/16,212.93,212.93,33,1,1,41,1,0
2008/02/21,266.43,266.43,29,1,1,37,1,0
2008/02/25,266.43,75,29,4,7,49,1,0
2008/02/27,598.13,598.13,21,1,0,30,1,0
2008/03/08,214,214,19.5,1,0,26,2,0
2008/03/18,469.73,100,41,1,0,24,2,0
2008/03/20,373.43,91,29,1,0,27,1,0
2008/03/21,212.93,50,33,1,1,26,2,0
2008/04/09,426.93,150,23,1,1,4,1,0
2008/06/30,1048,100,5,4,6,28,1,0
2008/07/18,1023,200,6,5,7,29,1,0
2008/08/03,619,19,7,1,2,23,2,0
2008/08/04,754,28,7,4,5,38,1,0
2008/08/31,774,75,10,5,0,48,1,0
2008/09/07,999,150,11,4,1,29,1,0
2008/09/21,702.99,100,8,5,6,27,2,0
2008/09/30,798.99,75,4,5,7,28,1,0
2008/10/29,799,75,9,5,6,31,2,0
2008/11/16,249,249,24,3,6,25,2,0
2009/02/02,999,5,8.75,5,1,32,1,0
2009/02/03,899,75,10,4,5,61,2,0
2009/03/30,1248,100,2.18,5,1,22,2,0
2008/04/07,1203,75,15,4,0,59,2,0
2008/05/12,1448,50,8.5,4,1,2,2,0
2008/05/24,954,75,15,4,0,26,2,0
2008/05/25,1174,75,9,3,0,33,2,0
2008/06/08,1398,100,8.5,4,1,26,2,0
2008/08/29,904,100,4.75,4,4,50,1,0
2008/09/16,979,50,10.5,3,0,30,1,0
2008/05/22,633,27,7,5,0,38,1,0
2008/05/26,633,5,7,5,0,27,1,0
2008/05/27,954,75,15,5,0,35,1,0
2008/06/08,633,27,7,1,1,21,2,0
2008/07/02,1283,150,14,3,1,31,1,0
2008/07/06,1114,150,9,5,1,28,2,0
2008/08/12,774,50,25,1,1,31,1,0
2008/08/14,1283,150,8,5,6,29,2,0
2008/08/20,1283,150,8,5,0,26,1,0
2008/09/09,1308,250,9,4,5,28,2,0
2008/09/12,979,75,23,5,5,31,1,0
2008/09/25,1139,250,9,5,6,27,1,0
2008/11/15,1139,250,9,4,2,32,1,0
2009/01/12,1029,5,2.25,3,1,29,1,0
2009/02/11,1264,25,9,3,1,22,1,0
2009/02/23,1264,25,9,3,1,23,1,0
2008/03/29,1666,400,9,4,0,34,1,0
2008/04/20,999,40,6,3,1,21,2,0
2008/05/15,349,349,8.85,1,3,30,1,0
2008/05/20,879,36,20,4,0,22,2,0
2008/06/30,879,5,6,3,2,25,1,0
2008/08/14,1323,100,7,3,7,27,1,0
2008/08/14,1323,100,7,3,1,25,1,0
2008/08/16,1074,1074,9,1,0,29,1,0
